body,body_attempts,clinch,clinch_attempts,date,distance,distance_attempts,fight_id,ground,ground_attempts,head,head_attempts,kd,leg,leg_attempts,location,method,name,pass,referee,reversals,round,sig_attempts,sig_strikes,strike_attempts,strikes,sub_attempts,takedowns,td_attempts,title,win/loss
0,0,0,0,"September 22, 2017",0,0,0,0,0,0,0,0,0,0,"Saitama, Saitama, Japan",Submission,Ovince Saint Preux,3,Leon Roberts,0,1,0,0,3,3,1,0,0,UFC Fight Night: Saint Preux vs. Okami,W
0,0,0,0,"September 22, 2017",0,0,0,0,0,0,0,0,0,0,"Saitama, Saitama, Japan",Submission,Yushin Okami,0,Leon Roberts,0,1,0,0,0,0,1,0,1,UFC Fight Night: Saint Preux vs. Okami,L
1,4,9,15,"September 22, 2017",30,71,1,3,5,41,87,0,0,0,"Saitama, Saitama, Japan",Decision,Claudia Gadelha,0,John Sharp,0,3,91,42,96,47,2,0,7,UFC Fight Night: Saint Preux vs. Okami,L
50,58,18,25,"September 22, 2017",45,107,1,78,109,83,175,0,8,8,"Saitama, Saitama, Japan",Decision,Jessica Andrade,5,John Sharp,0,3,241,141,355,242,0,4,7,UFC Fight Night: Saint Preux vs. Okami,W
1,1,0,0,"September 22, 2017",2,3,2,0,0,1,2,0,0,0,"Saitama, Saitama, Japan",KO/TKO,Takanori Gomi,0,Steve Perceval,0,1,3,2,3,2,0,0,0,UFC Fight Night: Saint Preux vs. Okami,L
2,2,0,0,"September 22, 2017",8,9,2,5,11,8,15,1,3,3,"Saitama, Saitama, Japan",KO/TKO,Dong Hyun Kim,0,Steve Perceval,0,1,20,13,20,13,0,0,0,UFC Fight Night: Saint Preux vs. Okami,W
2,3,1,1,"September 22, 2017",39,65,3,0,0,35,60,2,3,3,"Saitama, Saitama, Japan",KO/TKO,Gokhan Saki,0,Greg Kleynjans,0,1,66,40,66,40,0,0,0,UFC Fight Night: Saint Preux vs. Okami,W
4,5,8,8,"September 22, 2017",12,37,3,0,0,16,40,0,0,0,"Saitama, Saitama, Japan",KO/TKO,Henrique da Silva,0,Greg Kleynjans,0,1,45,20,46,21,0,0,1,UFC Fight Night: Saint Preux vs. Okami,L
6,8,2,2,"September 22, 2017",25,59,4,23,37,32,77,1,12,13,"Saitama, Saitama, Japan",Decision,Teruto Ishihara,2,John Sharp,0,3,98,50,127,77,0,2,6,UFC Fight Night: Saint Preux vs. Okami,W
15,21,13,13,"September 22, 2017",33,68,4,2,4,30,61,0,3,3,"Saitama, Saitama, Japan",Decision,Rolando Dy,0,John Sharp,0,3,85,48,89,52,0,0,0,UFC Fight Night: Saint Preux vs. Okami,L
1,1,0,0,"September 22, 2017",9,22,5,0,0,6,18,0,2,3,"Saitama, Saitama, Japan",Submission,Jussier Formiga,4,Leon Roberts,0,1,22,9,27,12,2,1,1,UFC Fight Night: Saint Preux vs. Okami,W
9,13,2,2,"September 22, 2017",14,30,5,0,0,6,16,0,1,3,"Saitama, Saitama, Japan",Submission,Ulka Sasaki,0,Leon Roberts,0,1,32,16,54,36,0,0,0,UFC Fight Night: Saint Preux vs. Okami,L
14,22,0,1,"September 22, 2017",27,85,6,0,0,11,60,0,2,4,"Saitama, Saitama, Japan",Decision,Keita Nakamura,2,Greg Kleynjans,0,3,86,27,88,29,0,2,2,UFC Fight Night: Saint Preux vs. Okami,W
3,6,1,1,"September 22, 2017",37,122,6,0,0,32,113,0,3,4,"Saitama, Saitama, Japan",Decision,Alex Morono,0,Greg Kleynjans,0,3,123,38,124,39,0,0,0,UFC Fight Night: Saint Preux vs. Okami,L
26,29,12,16,"September 22, 2017",123,268,7,0,0,100,244,0,9,11,"Saitama, Saitama, Japan",Decision,Syuri Kondo,0,Steve Perceval,0,3,284,135,286,137,0,0,0,UFC Fight Night: Saint Preux vs. Okami,W
12,27,3,11,"September 22, 2017",92,329,7,0,0,73,299,0,10,14,"Saitama, Saitama, Japan",Decision,Chanmi Jeon,0,Steve Perceval,0,3,340,95,344,99,0,0,0,UFC Fight Night: Saint Preux vs. Okami,L
13,20,28,35,"September 22, 2017",22,56,8,1,4,36,68,0,2,7,"Saitama, Saitama, Japan",Decision,Shinsho Anzai,1,John Sharp,0,3,95,51,152,97,0,1,12,UFC Fight Night: Saint Preux vs. Okami,W
7,12,30,36,"September 22, 2017",19,59,8,0,0,29,70,0,13,13,"Saitama, Saitama, Japan",Decision,Luke Jumeau,0,John Sharp,0,3,95,49,99,53,0,0,0,UFC Fight Night: Saint Preux vs. Okami,L
4,7,3,5,"September 22, 2017",54,172,9,6,6,35,137,1,24,39,"Saitama, Saitama, Japan",Decision,Daichi Abe,1,Greg Kleynjans,0,3,183,63,185,65,0,1,1,UFC Fight Night: Saint Preux vs. Okami,W
4,6,0,0,"September 22, 2017",43,133,9,0,0,26,108,0,13,19,"Saitama, Saitama, Japan",Decision,Hyun Gyu Lim,0,Greg Kleynjans,0,3,133,43,133,43,0,0,0,UFC Fight Night: Saint Preux vs. Okami,L
8,13,3,7,"September 16, 2017",21,32,10,34,46,40,61,0,10,11,"Pittsburgh, Pennsylvania, USA",KO/TKO,Luke Rockhold,2,Dan Miragliotta,0,2,85,58,97,68,0,2,5,UFC Fight Night: Rockhold vs. Branch,W
10,12,8,10,"September 16, 2017",17,46,10,0,0,13,42,0,2,2,"Pittsburgh, Pennsylvania, USA",KO/TKO,David Branch,0,Dan Miragliotta,0,2,56,25,82,51,0,1,2,UFC Fight Night: Rockhold vs. Branch,L
0,0,6,6,"September 16, 2017",4,11,11,1,1,10,17,1,1,1,"Pittsburgh, Pennsylvania, USA",KO/TKO,Mike Perry,0,Keith Peterson,0,1,18,11,18,11,0,0,0,UFC Fight Night: Rockhold vs. Branch,W
4,5,3,3,"September 16, 2017",3,10,11,0,0,1,7,0,1,1,"Pittsburgh, Pennsylvania, USA",KO/TKO,Alex Reyes,0,Keith Peterson,0,1,13,6,13,6,0,0,0,UFC Fight Night: Rockhold vs. Branch,L
7,8,10,20,"September 16, 2017",52,108,12,3,6,26,90,0,32,36,"Pittsburgh, Pennsylvania, USA",KO/TKO,Hector Lombard,0,Dan Miragliotta,0,3,134,65,137,68,0,1,2,UFC Fight Night: Rockhold vs. Branch,L
6,10,6,9,"September 16, 2017",27,101,12,2,5,27,102,1,2,3,"Pittsburgh, Pennsylvania, USA",KO/TKO,Anthony Smith,0,Dan Miragliotta,0,3,115,35,118,38,0,0,1,UFC Fight Night: Rockhold vs. Branch,W
1,3,1,6,"September 16, 2017",12,34,13,7,16,19,53,1,0,0,"Pittsburgh, Pennsylvania, USA",Submission,Gregor Gillespie,6,Rob Hinds,0,2,56,20,73,34,1,4,6,UFC Fight Night: Rockhold vs. Branch,W
5,7,5,5,"September 16, 2017",16,36,13,1,2,17,36,0,0,0,"Pittsburgh, Pennsylvania, USA",Submission,Jason Gonzalez,0,Rob Hinds,0,2,43,22,50,27,0,0,0,UFC Fight Night: Rockhold vs. Branch,L
4,6,0,0,"September 16, 2017",15,46,14,1,2,8,35,1,4,7,"Pittsburgh, Pennsylvania, USA",KO/TKO,Kamaru Usman,0,Dan Miragliotta,0,1,48,16,48,16,0,0,0,UFC Fight Night: Rockhold vs. Branch,W
3,3,0,0,"September 16, 2017",13,27,14,0,0,10,23,0,0,1,"Pittsburgh, Pennsylvania, USA",KO/TKO,Sergio Moraes,0,Dan Miragliotta,0,1,27,13,27,13,0,0,0,UFC Fight Night: Rockhold vs. Branch,L
1,2,0,0,"September 16, 2017",36,126,15,0,0,35,124,0,0,0,"Pittsburgh, Pennsylvania, USA",Decision,Justin Ledet,0,Keith Peterson,0,3,126,36,126,36,0,0,0,UFC Fight Night: Rockhold vs. Branch,W
9,24,1,2,"September 16, 2017",36,82,15,0,0,28,60,0,0,0,"Pittsburgh, Pennsylvania, USA",Decision,Zu Anyanwu,0,Keith Peterson,0,3,84,37,84,37,0,0,0,UFC Fight Night: Rockhold vs. Branch,L
1,2,2,2,"September 16, 2017",9,35,16,4,4,13,37,0,1,2,"Pittsburgh, Pennsylvania, USA",Decision,Tony Martin,2,Rob Hinds,1,3,41,15,96,56,1,0,0,UFC Fight Night: Rockhold vs. Branch,L
3,5,3,3,"September 16, 2017",10,33,16,7,10,10,33,0,7,8,"Pittsburgh, Pennsylvania, USA",Decision,Olivier Aubin-Mercier,6,Rob Hinds,0,3,46,20,78,47,0,4,7,UFC Fight Night: Rockhold vs. Branch,W
0,0,0,0,"September 16, 2017",0,1,17,0,0,0,1,0,0,0,"Pittsburgh, Pennsylvania, USA",KO/TKO,Anthony Hamilton,0,Dan Miragliotta,0,1,1,0,1,0,0,0,0,UFC Fight Night: Rockhold vs. Branch,L
0,1,0,0,"September 16, 2017",1,2,17,4,4,5,5,0,0,0,"Pittsburgh, Pennsylvania, USA",KO/TKO,Daniel Spitz,0,Dan Miragliotta,0,1,6,5,6,5,0,1,1,UFC Fight Night: Rockhold vs. Branch,W
3,4,15,27,"September 16, 2017",15,42,18,14,21,40,85,1,1,1,"Pittsburgh, Pennsylvania, USA",KO/TKO,Krzysztof Jotko,3,Rob Hinds,0,2,90,44,108,60,1,1,2,UFC Fight Night: Rockhold vs. Branch,L
6,7,0,0,"September 16, 2017",19,33,18,7,11,15,32,1,5,5,"Pittsburgh, Pennsylvania, USA",KO/TKO,Uriah Hall,0,Rob Hinds,0,2,44,26,44,26,0,0,0,UFC Fight Night: Rockhold vs. Branch,W
9,14,2,3,"September 16, 2017",30,84,19,3,5,11,60,0,15,18,"Pittsburgh, Pennsylvania, USA",KO/TKO,Jason Saggo,0,Keith Peterson,0,2,92,35,99,39,0,1,2,UFC Fight Night: Rockhold vs. Branch,L
8,10,6,10,"September 16, 2017",31,78,19,5,7,27,77,1,7,8,"Pittsburgh, Pennsylvania, USA",KO/TKO,Gilbert Burns,0,Keith Peterson,0,2,95,42,104,50,0,2,3,UFC Fight Night: Rockhold vs. Branch,W
14,22,1,2,"September 09, 2017",85,173,20,0,1,16,65,0,56,89,"Edmonton, Alberta, Canada",Decision,Amanda Nunes,2,John McCarthy,0,5,176,86,180,90,0,2,8,UFC 215: Nunes vs Shevchenko 2,W
9,13,3,6,"September 09, 2017",65,183,20,4,5,30,138,0,33,43,"Edmonton, Alberta, Canada",Decision,Valentina Shevchenko,0,John McCarthy,0,5,194,72,209,85,0,0,1,UFC 215: Nunes vs Shevchenko 2,L
1,1,0,0,"September 09, 2017",1,5,21,0,0,0,3,0,0,1,"Edmonton, Alberta, Canada",Submission,Neil Magny,0,Yves Lavigne,0,1,5,1,9,5,0,0,0,UFC 215: Nunes vs Shevchenko 2,L
1,1,0,0,"September 09, 2017",1,1,21,12,15,11,14,0,1,1,"Edmonton, Alberta, Canada",Submission,Rafael Dos Anjos,3,Yves Lavigne,0,1,16,13,21,17,1,0,0,UFC 215: Nunes vs Shevchenko 2,W
7,8,2,3,"September 09, 2017",24,41,22,8,14,24,47,1,3,3,"Edmonton, Alberta, Canada",KO/TKO,Henry Cejudo,0,Jerin Valel,0,2,58,34,64,39,0,2,2,UFC 215: Nunes vs Shevchenko 2,W
0,0,0,0,"September 09, 2017",5,25,22,0,0,4,24,0,1,1,"Edmonton, Alberta, Canada",KO/TKO,Wilson Reis,0,Jerin Valel,0,2,25,5,25,5,0,0,1,UFC 215: Nunes vs Shevchenko 2,L
5,5,4,6,"September 09, 2017",13,38,23,27,35,38,73,0,1,1,"Edmonton, Alberta, Canada",Decision,Ilir Latifi,4,Dan Miragliotta,0,3,79,44,94,59,0,4,5,UFC 215: Nunes vs Shevchenko 2,W
8,12,8,9,"September 09, 2017",21,43,23,2,2,12,25,0,11,17,"Edmonton, Alberta, Canada",Decision,Tyson Pedro,0,Dan Miragliotta,0,3,54,31,68,44,0,0,0,UFC 215: Nunes vs Shevchenko 2,L
11,18,7,10,"September 09, 2017",79,229,24,10,11,53,197,5,32,35,"Edmonton, Alberta, Canada",Decision,Jeremy Stephens,1,Jerin Valel,0,3,250,96,255,101,0,0,0,UFC 215: Nunes vs Shevchenko 2,W
1,4,2,2,"September 09, 2017",27,124,24,0,3,27,122,0,1,3,"Edmonton, Alberta, Canada",Decision,Gilbert Melendez,0,Jerin Valel,0,3,129,29,130,30,0,0,0,UFC 215: Nunes vs Shevchenko 2,L
2,3,9,11,"September 09, 2017",1,9,25,19,38,25,52,0,2,3,"Edmonton, Alberta, Canada",Submission,Sara McMann,2,Yves Lavigne,0,2,58,29,67,36,0,1,5,UFC 215: Nunes vs Shevchenko 2,L
1,1,14,14,"September 09, 2017",0,4,25,3,3,16,20,0,0,0,"Edmonton, Alberta, Canada",Submission,Ketlen Vieira,1,Yves Lavigne,0,2,21,17,45,35,2,1,1,UFC 215: Nunes vs Shevchenko 2,W
0,0,0,1,"September 09, 2017",0,1,26,3,4,2,5,0,1,1,"Edmonton, Alberta, Canada",Submission,Sarah Moras,0,Yves Lavigne,0,1,6,3,9,5,1,0,1,UFC 215: Nunes vs Shevchenko 2,W
2,4,2,4,"September 09, 2017",0,4,26,1,1,1,5,0,0,0,"Edmonton, Alberta, Canada",Submission,Ashlee Evans-Smith,1,Yves Lavigne,0,1,9,3,11,5,0,0,0,UFC 215: Nunes vs Shevchenko 2,L
5,8,9,15,"September 09, 2017",12,64,27,2,3,14,69,0,4,5,"Edmonton, Alberta, Canada",Decision,Gavin Tucker,0,Kyle Cardinal,0,3,82,23,105,43,1,0,4,UFC 215: Nunes vs Shevchenko 2,L
40,47,23,39,"September 09, 2017",31,68,27,88,130,96,182,1,6,8,"Edmonton, Alberta, Canada",Decision,Rick Glenn,1,Kyle Cardinal,0,3,237,142,289,184,1,4,7,UFC 215: Nunes vs Shevchenko 2,W
8,19,10,13,"September 09, 2017",18,69,28,0,1,11,41,0,9,23,"Edmonton, Alberta, Canada",KO/TKO,Mitch Clarke,0,Jerin Valel,0,2,83,28,90,34,0,0,4,UFC 215: Nunes vs Shevchenko 2,L
10,13,28,37,"September 09, 2017",28,75,28,1,3,46,100,3,1,2,"Edmonton, Alberta, Canada",KO/TKO,Alex White,0,Jerin Valel,0,2,115,57,122,62,0,0,0,UFC 215: Nunes vs Shevchenko 2,W
9,14,6,13,"September 09, 2017",26,101,29,0,0,18,95,0,5,5,"Edmonton, Alberta, Canada",Decision,Luis Henrique,0,Dan Miragliotta,0,3,114,32,137,54,0,0,0,UFC 215: Nunes vs Shevchenko 2,L
1,2,5,8,"September 09, 2017",14,34,29,5,8,23,48,1,0,0,"Edmonton, Alberta, Canada",Decision,Arjan Bhullar,1,Dan Miragliotta,0,3,50,24,96,60,0,1,1,UFC 215: Nunes vs Shevchenko 2,W
12,21,0,0,"September 09, 2017",24,61,30,2,2,7,29,1,7,13,"Edmonton, Alberta, Canada",KO/TKO,Kajan Johnson,0,John McCarthy,0,3,63,26,63,26,0,0,0,UFC 215: Nunes vs Shevchenko 2,W
0,0,0,0,"September 09, 2017",16,31,30,0,0,8,21,0,8,10,"Edmonton, Alberta, Canada",KO/TKO,Adriano Martins,0,John McCarthy,0,3,31,16,31,16,1,0,0,UFC 215: Nunes vs Shevchenko 2,L
18,27,3,11,"September 02, 2017",114,214,31,18,28,84,178,1,33,48,"Rotterdam, Zuid-Holland, Netherlands",KO/TKO,Alexander Volkov,1,Marc Goddard,0,3,253,135,264,144,0,2,2,UFC Fight Night: Volkov vs. Struve,W
8,27,0,0,"September 02, 2017",41,162,31,0,0,26,125,0,7,10,"Rotterdam, Zuid-Holland, Netherlands",KO/TKO,Stefan Struve,0,Marc Goddard,0,3,162,41,162,41,0,0,0,UFC Fight Night: Volkov vs. Struve,L
7,7,14,16,"September 02, 2017",18,43,32,11,22,36,74,3,0,0,"Rotterdam, Zuid-Holland, Netherlands",KO/TKO,Siyar Bahadurzada,0,Leon Roberts,0,2,81,43,82,44,1,0,0,UFC Fight Night: Volkov vs. Struve,W
4,6,2,3,"September 02, 2017",22,43,32,0,0,11,30,0,9,10,"Rotterdam, Zuid-Holland, Netherlands",KO/TKO,Rob Wilkinson,0,Leon Roberts,0,2,46,24,58,34,0,2,5,UFC Fight Night: Volkov vs. Struve,L
9,10,10,11,"September 02, 2017",24,68,33,23,48,47,116,0,1,1,"Rotterdam, Zuid-Holland, Netherlands",KO/TKO,Marion Reneau,2,Kevin Sataki,1,3,127,57,192,118,5,0,0,UFC Fight Night: Volkov vs. Struve,W
4,5,1,1,"September 02, 2017",18,83,33,3,4,11,75,0,7,8,"Rotterdam, Zuid-Holland, Netherlands",KO/TKO,Talita Bernardo,2,Kevin Sataki,0,3,88,22,112,38,1,3,7,UFC Fight Night: Volkov vs. Struve,L
3,4,2,2,"September 02, 2017",21,49,34,0,0,13,40,0,7,7,"Rotterdam, Zuid-Holland, Netherlands",Decision,Leon Edwards,5,Neil Hall,0,3,51,23,87,58,3,3,6,UFC Fight Night: Volkov vs. Struve,W
9,10,23,24,"September 02, 2017",17,56,34,4,7,28,65,1,7,12,"Rotterdam, Zuid-Holland, Netherlands",Decision,Bryan Barberena,0,Neil Hall,0,3,87,44,163,115,1,0,0,UFC Fight Night: Volkov vs. Struve,L
1,1,1,1,"September 02, 2017",32,67,35,16,19,42,79,0,6,7,"Rotterdam, Zuid-Holland, Netherlands",Decision,Darren Till,0,Marc Goddard,0,3,87,49,88,50,0,1,1,UFC Fight Night: Volkov vs. Struve,W
2,7,0,1,"September 02, 2017",32,141,35,2,2,16,109,0,16,28,"Rotterdam, Zuid-Holland, Netherlands",Decision,Bojan Velickovic,0,Marc Goddard,0,3,144,34,181,69,0,0,3,UFC Fight Night: Volkov vs. Struve,L
0,1,0,0,"September 02, 2017",2,4,36,0,0,1,2,1,1,1,"Rotterdam, Zuid-Holland, Netherlands",KO/TKO,Mairbek Taisumov,0,Leon Roberts,0,1,4,2,4,2,0,0,0,UFC Fight Night: Volkov vs. Struve,W
0,1,0,0,"September 02, 2017",0,7,36,0,0,0,6,0,0,0,"Rotterdam, Zuid-Holland, Netherlands",KO/TKO,Felipe Silva,0,Leon Roberts,0,1,7,0,7,0,0,0,0,UFC Fight Night: Volkov vs. Struve,L
5,10,4,5,"September 02, 2017",11,31,37,11,12,21,38,0,0,0,"Rotterdam, Zuid-Holland, Netherlands",Submission,Michel Prazeres,15,Kevin Sataki,0,3,48,26,69,43,1,4,6,UFC Fight Night: Volkov vs. Struve,W
5,8,2,3,"September 02, 2017",8,27,37,0,0,4,21,0,1,1,"Rotterdam, Zuid-Holland, Netherlands",Submission,Mads Burnell,0,Kevin Sataki,0,3,30,10,32,12,0,0,0,UFC Fight Night: Volkov vs. Struve,L
6,11,3,9,"September 02, 2017",31,99,38,0,0,22,90,0,6,7,"Rotterdam, Zuid-Holland, Netherlands",Decision,Rustam Khabilov,0,Neil Hall,0,3,108,34,109,35,0,3,11,UFC Fight Night: Volkov vs. Struve,W
7,12,8,15,"September 02, 2017",39,96,38,0,0,22,80,0,18,19,"Rotterdam, Zuid-Holland, Netherlands",Decision,Desmond Green,0,Neil Hall,0,3,111,47,119,53,0,1,2,UFC Fight Night: Volkov vs. Struve,L
0,4,0,0,"September 02, 2017",22,53,39,2,2,14,39,0,10,12,"Rotterdam, Zuid-Holland, Netherlands",Decision,Francimar Barroso,1,Marc Goddard,0,3,55,24,69,36,0,2,14,UFC Fight Night: Volkov vs. Struve,L
10,16,2,6,"September 02, 2017",44,144,39,0,0,22,114,0,14,20,"Rotterdam, Zuid-Holland, Netherlands",Decision,Aleksandar Rakic,0,Marc Goddard,0,3,150,46,179,75,0,0,0,UFC Fight Night: Volkov vs. Struve,W
7,14,14,21,"September 02, 2017",10,46,40,0,0,6,40,0,11,13,"Rotterdam, Zuid-Holland, Netherlands",Submission,Mike Santiago,0,Leon Roberts,0,2,67,24,77,32,0,2,7,UFC Fight Night: Volkov vs. Struve,L
8,10,8,11,"September 02, 2017",25,41,40,12,13,34,52,0,3,3,"Rotterdam, Zuid-Holland, Netherlands",Submission,Zabit Magomedsharipov,2,Leon Roberts,2,2,65,45,97,70,2,1,3,UFC Fight Night: Volkov vs. Struve,W
0,1,0,1,"September 02, 2017",1,11,41,0,1,1,12,0,0,0,"Rotterdam, Zuid-Holland, Netherlands",KO/TKO,Bojan Mihajlovic,0,Kevin Sataki,0,2,13,1,21,7,0,0,0,UFC Fight Night: Volkov vs. Struve,L
16,17,6,12,"September 02, 2017",9,22,41,62,91,59,105,0,2,3,"Rotterdam, Zuid-Holland, Netherlands",KO/TKO,Abdul-Kerim Edilov,0,Kevin Sataki,0,2,125,77,210,150,1,2,2,UFC Fight Night: Volkov vs. Struve,W
3,6,13,24,"September 02, 2017",24,54,42,4,8,37,77,1,1,3,"Rotterdam, Zuid-Holland, Netherlands",KO/TKO,Thibault Gouti,0,Neil Hall,0,1,86,41,88,43,0,0,0,UFC Fight Night: Volkov vs. Struve,W
6,12,3,5,"September 02, 2017",19,49,42,0,0,14,39,0,2,3,"Rotterdam, Zuid-Holland, Netherlands",KO/TKO,Andrew Holbrook,0,Neil Hall,0,1,54,22,54,22,0,0,6,UFC Fight Night: Volkov vs. Struve,L
11,17,2,2,"August 05, 2017",72,230,43,2,3,55,203,0,10,15,"Mexico City, Distrito Federal, Mexico",Decision,Sergio Pettis,0,John McCarthy,0,5,235,76,244,84,0,0,1,UFC Fight Night: Pettis vs. Moreno,W
12,19,1,4,"August 05, 2017",38,147,43,6,10,26,130,0,7,12,"Mexico City, Distrito Federal, Mexico",Decision,Brandon Moreno,1,John McCarthy,0,5,161,45,193,70,0,4,8,UFC Fight Night: Pettis vs. Moreno,L
5,7,6,9,"August 05, 2017",29,91,44,10,13,40,106,0,0,0,"Mexico City, Distrito Federal, Mexico",Decision,Randa Markos,5,Jerin Valel,1,3,113,45,141,71,0,4,11,UFC Fight Night: Pettis vs. Moreno,L
7,10,13,16,"August 05, 2017",47,137,44,4,4,44,133,0,13,14,"Mexico City, Distrito Federal, Mexico",Decision,Alexa Grasso,1,Jerin Valel,1,3,157,64,224,121,0,0,0,UFC Fight Night: Pettis vs. Moreno,W
1,1,0,0,"August 05, 2017",5,9,45,0,0,3,7,0,1,1,"Mexico City, Distrito Federal, Mexico",KO/TKO,Alan Jouban,0,Gary Copeland,0,1,9,5,9,5,0,0,0,UFC Fight Night: Pettis vs. Moreno,L
1,1,0,0,"August 05, 2017",6,13,45,4,6,6,15,1,3,3,"Mexico City, Distrito Federal, Mexico",KO/TKO,Niko Price,1,Gary Copeland,0,1,19,10,19,10,0,0,0,UFC Fight Night: Pettis vs. Moreno,W
1,1,0,0,"August 05, 2017",1,3,46,0,0,0,1,0,0,1,"Mexico City, Distrito Federal, Mexico",KO/TKO,Martin Bravo,0,Jerin Valel,0,1,3,1,3,1,0,0,0,UFC Fight Night: Pettis vs. Moreno,L
1,1,0,0,"August 05, 2017",3,5,46,2,2,3,5,1,1,1,"Mexico City, Distrito Federal, Mexico",KO/TKO,Humberto Bandenay,0,Jerin Valel,0,1,7,5,7,5,0,0,0,UFC Fight Night: Pettis vs. Moreno,W
16,18,20,25,"August 05, 2017",20,62,47,0,0,24,69,0,0,0,"Mexico City, Distrito Federal, Mexico",Decision,Sam Alvey,0,John McCarthy,0,3,87,40,99,51,0,0,0,UFC Fight Night: Pettis vs. Moreno,W
5,9,2,2,"August 05, 2017",15,43,47,0,0,8,32,0,4,4,"Mexico City, Distrito Federal, Mexico",Decision,Rashad Evans,0,John McCarthy,0,3,45,17,58,28,0,2,8,UFC Fight Night: Pettis vs. Moreno,L
6,9,3,7,"August 05, 2017",38,128,48,3,6,22,107,0,16,25,"Mexico City, Distrito Federal, Mexico",Decision,Alejandro Perez,1,Kevin MacDonald,0,3,141,44,195,97,0,1,6,UFC Fight Night: Pettis vs. Moreno,W
9,11,1,5,"August 05, 2017",42,102,48,0,0,26,86,3,8,10,"Mexico City, Distrito Federal, Mexico",Decision,Andre Soukhamthath,0,Kevin MacDonald,0,3,107,43,108,44,0,0,0,UFC Fight Night: Pettis vs. Moreno,L
0,1,0,0,"August 05, 2017",0,4,49,0,0,0,3,0,0,0,"Mexico City, Distrito Federal, Mexico",KO/TKO,Bradley Scott,0,Bladimir Puga,0,1,4,0,4,0,1,0,0,UFC Fight Night: Pettis vs. Moreno,L
0,1,0,0,"August 05, 2017",4,6,49,34,48,35,49,0,3,4,"Mexico City, Distrito Federal, Mexico",KO/TKO,Jack Hermansson,2,Bladimir Puga,0,1,54,38,65,49,0,1,1,UFC Fight Night: Pettis vs. Moreno,W
1,1,0,0,"August 05, 2017",4,6,50,4,4,7,9,1,0,0,"Mexico City, Distrito Federal, Mexico",KO/TKO,Dustin Ortiz,0,Jerin Valel,0,1,10,8,10,8,0,0,0,UFC Fight Night: Pettis vs. Moreno,W
0,0,0,0,"August 05, 2017",1,6,50,0,0,1,6,0,0,0,"Mexico City, Distrito Federal, Mexico",KO/TKO,Hector Sandoval,0,Jerin Valel,0,1,6,1,6,1,0,0,0,UFC Fight Night: Pettis vs. Moreno,L
0,0,0,0,"August 05, 2017",0,0,51,0,0,0,0,0,0,0,"Mexico City, Distrito Federal, Mexico",Submission,Henry Briones,0,Kevin MacDonald,0,1,0,0,10,9,0,0,0,UFC Fight Night: Pettis vs. Moreno,L
0,0,0,0,"August 05, 2017",2,3,51,1,1,1,2,0,2,2,"Mexico City, Distrito Federal, Mexico",Submission,Rani Yahya,2,Kevin MacDonald,0,1,4,3,15,14,2,1,2,UFC Fight Night: Pettis vs. Moreno,W
11,17,1,4,"August 05, 2017",48,92,52,10,16,34,81,0,14,14,"Mexico City, Distrito Federal, Mexico",Decision,Jose Quinonez,2,John McCarthy,0,3,112,59,125,70,0,1,4,UFC Fight Night: Pettis vs. Moreno,W
6,12,1,1,"August 05, 2017",25,74,52,1,1,11,51,0,10,13,"Mexico City, Distrito Federal, Mexico",Decision,Diego Rivas,1,John McCarthy,1,3,76,27,78,29,2,1,1,UFC Fight Night: Pettis vs. Moreno,L
0,0,1,2,"August 05, 2017",1,4,53,10,16,12,22,1,0,0,"Mexico City, Distrito Federal, Mexico",Submission,Joseph Morales,1,Bladimir Puga,0,1,22,12,26,15,1,0,0,UFC Fight Night: Pettis vs. Moreno,W
0,1,0,0,"August 05, 2017",1,3,53,1,3,2,5,0,0,0,"Mexico City, Distrito Federal, Mexico",Submission,Roberto Sanchez,0,Bladimir Puga,0,1,6,2,19,12,0,1,1,UFC Fight Night: Pettis vs. Moreno,L
0,0,0,0,"August 05, 2017",2,7,54,0,0,2,7,0,0,0,"Mexico City, Distrito Federal, Mexico",Submission,Alvaro Herrera,0,Gary Copeland,0,1,7,2,7,2,1,0,0,UFC Fight Night: Pettis vs. Moreno,L
0,3,0,0,"August 05, 2017",6,12,54,0,0,3,5,0,3,4,"Mexico City, Distrito Federal, Mexico",Submission,Jordan Rinaldi,1,Gary Copeland,0,1,12,6,13,7,1,0,0,UFC Fight Night: Pettis vs. Moreno,W
12,16,12,17,"July 29, 2017",46,123,55,0,0,29,99,0,17,25,"Anaheim, California, USA",Overturned,Daniel Cormier,0,John McCarthy,0,3,140,58,142,60,0,0,3,UFC 214: Cormier vs. Jones 2,NC
32,43,4,6,"July 29, 2017",76,142,55,15,17,33,74,1,30,48,"Anaheim, California, USA",Overturned,Jon Jones,0,John McCarthy,0,3,165,95,165,95,0,0,3,UFC 214: Cormier vs. Jones 2,NC
13,18,1,1,"July 29, 2017",56,152,56,0,0,40,131,1,4,4,"Anaheim, California, USA",Decision,Tyron Woodley,0,Herb Dean,0,5,153,57,153,57,0,0,0,UFC 214: Cormier vs. Jones 2,W
2,3,2,2,"July 29, 2017",26,87,56,0,0,23,83,0,3,3,"Anaheim, California, USA",Decision,Demian Maia,0,Herb Dean,0,5,89,28,90,29,0,0,21,UFC 214: Cormier vs. Jones 2,L
